id,label,x,y,w,h,cx,cy,score,frame,timestamp
3,refrigerator,437.3333333333333,104.53333333333333,200.53333333333333,354.1333333333333,537.6,281.6,0.26953125,1,0.05518495797878131
3,refrigerator,430.93333333333334,104.53333333333333,206.93333333333334,364.8,534.4,286.93333333333334,0.26953125,2,0.09520648798206821
3,refrigerator,435.2,104.53333333333333,200.53333333333333,356.26666666666665,535.4666666666667,282.66666666666663,0.2109375,3,0.13701493601547554
3,refrigerator,433.06666666666666,104.53333333333333,204.8,362.6666666666667,535.4666666666667,285.8666666666667,0.2109375,4,0.18397450097836554
3,refrigerator,430.93333333333334,104.53333333333333,206.93333333333334,364.8,534.4,286.93333333333334,0.26953125,5,0.2368120210012421
3,refrigerator,433.06666666666666,102.4,204.8,362.6666666666667,535.4666666666667,283.73333333333335,0.26953125,6,0.2870988239883445
3,refrigerator,437.3333333333333,100.26666666666667,202.66666666666666,358.4,538.6666666666666,279.46666666666664,0.26953125,7,0.34865889797220007
3,refrigerator,437.3333333333333,102.4,200.53333333333333,356.26666666666665,537.6,280.5333333333333,0.26953125,8,0.40986857196548954
3,refrigerator,437.3333333333333,102.4,200.53333333333333,356.26666666666665,537.6,280.5333333333333,0.33984375,9,0.4664418089669198
3,refrigerator,435.2,102.4,202.66666666666666,358.4,536.5333333333333,281.6,0.26953125,10,0.5209595689666457
3,refrigerator,435.2,104.53333333333333,202.66666666666666,360.5333333333333,536.5333333333333,284.79999999999995,0.26953125,14,0.7166801419807598
3,refrigerator,433.06666666666666,102.4,202.66666666666666,360.5333333333333,534.4,282.66666666666663,0.26953125,15,0.7691351029789075
3,refrigerator,437.3333333333333,104.53333333333333,200.53333333333333,352.0,537.6,280.5333333333333,0.26953125,16,0.8168596680043265
3,refrigerator,437.3333333333333,102.4,200.53333333333333,354.1333333333333,537.6,279.4666666666667,0.26953125,17,0.8743133450043388
3,refrigerator,437.3333333333333,104.53333333333333,200.53333333333333,356.26666666666665,537.6,282.66666666666663,0.33984375,18,0.9290077440091409
3,refrigerator,433.06666666666666,102.4,202.66666666666666,360.5333333333333,534.4,282.66666666666663,0.26953125,19,0.9857600209652446
3,refrigerator,437.3333333333333,102.4,200.53333333333333,358.4,537.6,281.6,0.26953125,20,1.0482372549595311
3,refrigerator,439.46666666666664,102.4,200.53333333333333,358.4,539.7333333333333,281.6,0.33984375,21,1.1114883669652045
3,refrigerator,439.46666666666664,102.4,198.4,356.26666666666665,538.6666666666666,280.5333333333333,0.26953125,22,1.1690498039824888
3,refrigerator,437.3333333333333,102.4,200.53333333333333,358.4,537.6,281.6,0.26953125,23,1.2289413989637978
3,refrigerator,437.3333333333333,102.4,200.53333333333333,358.4,537.6,281.6,0.26953125,24,1.2905462339986116
3,refrigerator,439.46666666666664,104.53333333333333,198.4,352.0,538.6666666666666,280.5333333333333,0.2109375,25,1.3493518299655989
3,refrigerator,437.3333333333333,102.4,198.4,354.1333333333333,536.5333333333333,279.4666666666667,0.26953125,26,1.4126377429929562
3,refrigerator,433.06666666666666,102.4,202.66666666666666,358.4,534.4,281.6,0.26953125,30,1.625221666006837
3,refrigerator,435.2,102.4,202.66666666666666,358.4,536.5333333333333,281.6,0.26953125,31,1.681956663960591
3,refrigerator,430.93333333333334,98.13333333333333,204.8,360.5333333333333,533.3333333333334,278.4,0.26953125,35,1.8779133989592083
3,refrigerator,433.06666666666666,98.13333333333333,204.8,360.5333333333333,535.4666666666667,278.4,0.26953125,36,1.930884838977363
3,refrigerator,435.2,100.26666666666667,202.66666666666666,360.5333333333333,536.5333333333333,280.5333333333333,0.26953125,37,1.9895142759778537
3,refrigerator,437.3333333333333,102.4,200.53333333333333,358.4,537.6,281.6,0.26953125,41,2.201904397981707
3,refrigerator,437.3333333333333,100.26666666666667,200.53333333333333,356.26666666666665,537.6,278.4,0.2109375,42,2.259815395984333
3,refrigerator,435.2,100.26666666666667,202.66666666666666,358.4,536.5333333333333,279.46666666666664,0.26953125,43,2.315797035000287
3,refrigerator,435.2,98.13333333333333,202.66666666666666,358.4,536.5333333333333,277.3333333333333,0.26953125,44,2.3688887159805745
3,refrigerator,433.06666666666666,100.26666666666667,202.66666666666666,358.4,534.4,279.46666666666664,0.26953125,45,2.420836196979508
3,refrigerator,433.06666666666666,106.66666666666667,202.66666666666666,358.4,534.4,285.8666666666667,0.26953125,46,2.4804151940043084
3,refrigerator,437.3333333333333,104.53333333333333,202.66666666666666,356.26666666666665,538.6666666666666,282.66666666666663,0.26953125,47,2.5449125060113147
3,refrigerator,437.3333333333333,104.53333333333333,200.53333333333333,356.26666666666665,537.6,282.66666666666663,0.26953125,48,2.6049634619848803
