id,label,x,y,w,h,score,frame,timestamp
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,1,0.05391293199500069
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,1,0.05518133599252906
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,1,0.056375100000877865
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,2,0.08689095699810423
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,2,0.08832136199634988
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,2,0.08956264599692076
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,3,0.11839537799824029
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,3,0.11973290199239273
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,3,0.1209025459975237
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,4,0.15642697899602354
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,4,0.15764378299354576
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,4,0.15882218698970973
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,5,0.188140439990093
2,person,8.533333333333333,128.0,68.26666666666667,211.2,0.7890625,5,0.1893150039977627
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,5,0.19048200799443293
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,6,0.21897921900381334
2,person,8.533333333333333,128.0,68.26666666666667,211.2,0.7890625,6,0.22018102300353348
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,6,0.2213749060028931
3,person,465.06666666666666,324.26666666666665,68.26666666666667,147.2,0.7890625,7,0.2564319380035158
2,person,8.533333333333333,128.0,68.26666666666667,211.2,0.7890625,7,0.25760794199595693
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,7,0.2587759059970267
3,person,465.06666666666666,324.26666666666665,68.26666666666667,147.2,0.7890625,8,0.2938224980025552
2,person,8.533333333333333,128.0,68.26666666666667,211.2,0.7890625,8,0.29499598099209834
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,8,0.29618350499367807
3,person,465.06666666666666,324.26666666666665,68.26666666666667,145.06666666666666,0.7890625,9,0.33225549999042414
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,9,0.3335300239996286
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,9,0.33476218799478374
3,person,465.06666666666666,324.26666666666665,68.26666666666667,145.06666666666666,0.7890625,10,0.36390032099734526
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,10,0.3650744049955392
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,10,0.366244648990687
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,11,0.39838819099531975
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,11,0.40021807700395584
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,11,0.401564840998617
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,12,0.44210613099858165
2,person,10.666666666666666,128.0,68.26666666666667,213.33333333333334,0.7890625,12,0.44338749499002006
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,12,0.44455509800172877
3,person,465.06666666666666,324.26666666666665,68.26666666666667,147.2,0.7890625,13,0.4804259730008198
2,person,10.666666666666666,128.0,68.26666666666667,213.33333333333334,0.7890625,13,0.48160509699664544
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,13,0.48277305999363307
3,person,465.06666666666666,324.26666666666665,68.26666666666667,147.2,0.7890625,14,0.5171966100024292
2,person,10.666666666666666,128.0,68.26666666666667,213.33333333333334,0.7890625,14,0.5183720139903016
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,14,0.5195594179967884
3,person,465.06666666666666,322.1333333333333,68.26666666666667,147.2,0.7890625,15,0.5533716849895427
2,person,10.666666666666666,128.0,68.26666666666667,213.33333333333334,0.7890625,15,0.5545720489899395
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,15,0.5557916129910154
3,person,465.06666666666666,322.1333333333333,68.26666666666667,147.2,0.7890625,16,0.584639344990137
2,person,10.666666666666666,128.0,68.26666666666667,213.33333333333334,0.7890625,16,0.5858136689930689
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,16,0.5869848720030859
3,person,465.06666666666666,322.1333333333333,68.26666666666667,147.2,0.7890625,17,0.6196752569958335
2,person,10.666666666666666,128.0,68.26666666666667,213.33333333333334,0.7890625,17,0.6208743009919999
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,17,0.6220913439901778
3,person,465.06666666666666,324.26666666666665,68.26666666666667,147.2,0.7890625,18,0.655921491998015
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,18,0.6570948559965473
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,18,0.6582732599927112
3,person,465.06666666666666,324.26666666666665,68.26666666666667,147.2,0.7890625,19,0.6919452470028773
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,19,0.6931174109922722
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,19,0.6953219379938673
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,20,0.7326247769960901
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,20,0.733798860994284
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,20,0.7349791839951649
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,21,0.7726908649929101
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,21,0.7738681880000513
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,21,0.7750433519977378
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,22,0.8120302299939794
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,22,0.8132914339948911
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,22,0.8145017579954583
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,23,0.8474896230036393
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,23,0.8486849469918525
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,23,0.8498833909980021
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,24,0.8835272979922593
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,24,0.8847019819950219
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,24,0.8858722250006394
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,25,0.9212592580006458
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,25,0.9224391019961331
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,25,0.9236233859992353
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,26,0.9567301709903404
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,26,0.9579014949995326
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,26,0.959068138996372
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,27,0.9930532069993205
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,27,0.9942496110015782
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,27,0.9955693749943748
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,28,1.0266625539952656
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,28,1.027854997999384
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,28,1.0290220019960543
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,29,1.065047076990595
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,29,1.0662239200028125
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,29,1.0674125240038848
3,person,465.06666666666666,324.26666666666665,66.13333333333333,147.2,0.7890625,30,1.1017706739949062
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,30,1.1030019979953067
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,30,1.1042365619941847
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,31,1.1444395699945744
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,31,1.1456132930034073
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,31,1.1467930170038017
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,32,1.1800372029974824
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,32,1.1812146470037987
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,32,1.1823960509937024
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,33,1.214242952002678
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,33,1.2155112359905615
1,person,418.1333333333333,177.06666666666666,76.8,238.93333333333334,0.953125,33,1.2167117200006032
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,34,1.2458866929955548
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,34,1.2471333769935882
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,34,1.2484235009906115
3,person,465.06666666666666,324.26666666666665,66.13333333333333,145.06666666666666,0.7890625,35,1.2807921639905544
2,person,8.533333333333333,128.0,68.26666666666667,213.33333333333334,0.7890625,35,1.2819643279945012
1,person,418.1333333333333,179.2,76.8,238.93333333333334,0.953125,35,1.283132291995571
